Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
>>>>>> 	ADM 116/5697	Case No. 10422			Yangtse incident involving HMS AMETHYST: naval signals 14 May-29 Oct and BBC newsreel feature	1949	 	Vol 4			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674085
>>>>>> 	ADM 116/5698	Case No. 10211			Yangtse incident involving HMS AMETHYST: Foreign Office signals	1949	 	Vol 5			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674086
>>>>>> 	ADM 116/5707	Case No. 10422			Attack by Chinese communist forces on HMS AMETHYST in Yangtse river: casualties, draft parliamentary statement and signals for period 20-26 Apr 1949	1949	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674087
>>>>>> 	ADM 116/5708	Case No. 10422			Attack by Chinese communist forces on HMS AMETHYST in the Yangtse river: signals for 26 Apr-9 Nov	1949	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674088
>>>>>> 	ADM 116/5740	Case No. 10211			Yangtse incident concerning HMS AMETHYST: final report. Order this document as ADM 116/5740A and ADM 116/5740B � Includes 22 photographs depicting: Yangtse River incident: HMS Amethyst - ships crew; views of ship; various vessels on River; fuelling ship; burial service for Amethyst's dead Chinese, after attack by Communist forces. See also ADM 116/5695. Dated 1949.	1949	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674089
>>>>>> 	ADM 116/5740A	Case No. 10211			Yangtse incident concerning HMS AMETHYST: final report	1949-1950	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674090
>>>>>> 	ADM 116/5740B	Case No. 10211			Yangtse incident concerning HMS AMETHYST: final report	1949-1950	 	Vol 2 Extract			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674091
>>>>>> 	ADM 116/5742	Case No. 10413			Memorial to officers and men killed in action against GRAF SPEE	1946-1950	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674092
>>>>>> 	ADM 116/5777	Case No. 10032			Korean War: routine reports Nos 1-20 giving summaries of activities of Commonwealth and other naval forces in period 3 Sept - 21 Jan	1950-1951	 	Vol 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674093
>>>>>> 	ADM 116/5778	Case No. 10032			Korean War: routine reports Nos 21-46 giving summaries of activities of Commonwealth and other naval forces in period 22 Jan - 22 July	1951	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674094
>>>>>> 	ADM 116/5794	Case No. 10467			Korean War: naval reports of proceedings Nos 1-29 in period 25 June - 17 Jan with covering remarks by C-in-C Far East Station, and general summary of activities at Sasebo (fleet base)	1950-1951	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674095
>>>>>> 	ADM 116/5795	Case No. 10672			Korean War: role of HMS GLORY with reports of proceedings in period 26 Apr-11 Sept	1951	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674096
>>>>>> 	ADM 116/5796	Case No. 10756			Korean War: signals from Commander Naval Forces Far East in period 1 Jan-15 Mar	1951	 	Vol 5			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674097
>>>>>> 	ADM 116/5797	Case No. 10756			Korean War: signals from Commander Naval Forces Far East in period 16 Mar-16 May	1951	 	Vol 6			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674098
>>>>>> 	ADM 116/5798	Case No. 10756			Korean War: signals from Command Naval Forces Far East in period 17 May-23 Aug	1951	 	Vol 7			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674099
>>>>>> 	ADM 116/5799	Case No. 10756			Korean War: signals from Commander Naval Forces Far East in period 24 Aug-20 Nov	1951	 	Vol 8			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674100
>>>>>> 	ADM 116/5856	Case No. 11507			Korean War: report of proceedings HMS OCEAN Oct 1952	1952	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674101
>>>>>> 	ADM 116/5857	Case No. 11510			Korean War: report of proceedings HMS OCEAN July-Sept 1952	1952	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674102
>>>>>> 	ADM 116/5858	Case No. 11513			Korean War: report of proceedings HMS OCEAN May-June 1952	1952	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674103
>>>>   				ADMIRALTY AND VICE ADMIRALTY COURTS PRIZE COURTS AND QUESTIONS OF PRIZE (4)			 								C70384
>>>>>> 	ADM 116/5781	Case No. 10047			Prize money: papers and correspondence concerning policy to be adopted for distribution of money to naval and air force personnel arising from prize captures	1939-1950	 	Vol 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674129
>>>>>> 	ADM 116/5782	Case No. 10047			Prize money: papers and correspondence prior to Prize Act 1948	1939-1948	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674130
>>>>>> 	ADM 116/5783	Case No. 10047			Prize money: papers and correspondence prior to Prize Act 1948	1939-1948	 	Vol 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674131
>>>>>> 	ADM 116/5784	Case No. 10047			Prize money: papers and correspondence dealing with valuation of ships and cargoes seized as prize; policy on colonial prize courts	1946-1951	 	Vol 4			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674132
>>>>   				ASSISTANCE OF NAVY AND PROTECTION OF LIFE AND PROPERTY (6)			 								C70385
>>>>>> 	ADM 116/6023	Case No. 10778			Earthquake relief duties in Greece by HM ships: signals	1953-1954	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674378
>>>>>> 	ADM 116/6072	Cabinet 857			Dock and gas strikes: aid to civil power	1949-1953	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674379
>>>>   				COMPLEMENTS OF SHIPS AND ESTABLISHMENTS (7)			 								C70386
>>>>   				ATOMIC WARFARE (8)			 								C70387
>>>>>> 	ADM 116/6084	Case No. 00274			Operation HURRICANE: radioactive contamination of Special Squadron ships	1952-1954	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674380
>>>>>> 	ADM 116/6087	Case No. 00292			Operation HURRICANE: records of Deputy Chief of the Naval Staff	1949-1954	 	Vol 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674381
>>>>>> 	ADM 116/6088	Case No. 00292			Operation HURRICANE: records of Deputy Chief of the Naval Staff	1949-1954	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C10901178
>>>>>> 	ADM 116/6089	Case No. 00292			Operation HURRICANE: records of Deputy Chief of the Naval Staff	1949-1954	 	Vol 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674382
>>>>>> 	ADM 116/6090	Case No. 00292			Operation HURRICANE: records of Deputy Chief of the Naval Staff	1949-1954	 	Vol 4			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674383
>>>>>> 	ADM 116/6091	Case No. 00292			Operation HURRICANE: photographs and maps. � Includes 112 photographs depicting: Operation Hurricane: environmental aspects of Hermite, Alpha, NW, Trimoulle, Delta, Epsilon, Flag and Spar Islands, off NW Coast of Australia. Dated 1949-1954.	1949-1954	 	Enclosures			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674384
>>>>>> 	ADM 116/6092	Case No. 00296			Operation HURRICANE: testing of first British atomic weapon	1951-1953	 	Vol 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674385
>>>>>> 	ADM 116/6093	Case No. 00296			Operation HURRICANE: testing of first British atomic weapon	1952-1953	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674386
>>>>>> 	ADM 116/6204	Case No. 00322			Atomic reactors: exchange of information with the USA	1956-1957	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674387
>>>>>> 	ADM 116/6273	Case No 00317			Naval Command in the Mediterranean	1953-1958	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674388
>>>>   				COMPENSATION (9)			 								C70388
>>>>>> 	ADM 116/5624	Case No. 11093			Dover Harbour Board: investigation by principal accountant of miscellaneous claims against Admiralty for supplies and services	1937-1947	 	Vol 5			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674389
>>>>>> 	ADM 116/5904	Case No. 10545			French Port of Beirut Company: claim against British government for losses suffered during war	1940-1954	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674390
>>>>   				BLOCKADE AND ECONOMIC WARFARE (10)			 								C70389
>>>>>> 	ADM 116/5713	Cabinet 387			Chinese Nationalist blockade against Communist forces: opinions as to legality, reaction to bombing of SS Anchises and steps to be taken to protect British shipping	1949	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674391
>>>>>> 	ADM 116/6244	Case No. 11393			East/West Trade Control Review 1958-1959: tankers and fast ships	1957-1958	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674392
>>>>>> 	ADM 116/6246	Case No. 11413			Import Licensing Committee: extension of dollar liberalisation and the threat to the British shipbuilding industry from Japanese and other foreign yards	1950-1959	 	Vol 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674393
>>>>>> 	ADM 116/6247	Case No. 11413			Import Licensing Committee: extension of dollar liberalisation and the threat to the British shipbuilding industry from Japanese and other foreign yards	1950-1959	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674394
>>>>   				BOATS, SUBMARINES (11)			 								C70390
>>>>>> 	ADM 116/5491	Case No. 6812			Transfer of German U-boats to Russian controlled Baltic port: report of proceedings	1945-1946	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674395
>>>>>> 	ADM 116/5493	Case No. 6861			Loss of Royal Naval and Royal Canadian Naval motor torpedo boats in Ostend Harbour: Board of Enquiry findings	1945-1946	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674396
>>>>>> 	ADM 116/5569	Cabinet Committee 531			Tripartite Naval Commission reports: destruction of unallocated German warships; destruction of U-boats in British hands (Operation Deadlight); Tripartite Naval Commission informed of completion; minutes of meetings and reports	1945-1946	 	Vol 7			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674397
>>>>>> 	ADM 116/5602	Case No. 6754			Naval build-up amphibious (tracked landing vehicle): research and development	1945-1948	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674398
>>>>>> 	ADM 116/5603	Case No. 6754			Naval build-up amphibious (tracked landing vehicle): research and development	1945-1948	 	Enclosure			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674399
>>>>>> 	ADM 116/5821	Case No. 10277			Loss of HMS AFFRAY: Board of Enquiry	1951	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674400
>>>>>> 	ADM 116/5826	Case No. 10421			Loss of HMS AFFRAY: search and rescue operations	1951	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674401
>>>>>> 	ADM 116/5841	Case No. 10685			Loss of HMS AFFRAY: letters of sympathy and memorial services	1951	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674402
>>>>>> 	ADM 116/5853	Case No. 11273			Anti-submarine warfare training: setting up of a joint Naval and Royal Air Force School in Northern Ireland	1943-1948	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674403
>>>>>> 	ADM 116/5867	Case No. 10144 Parts 1-3			Loss of HM Submarine AFFRAY 16-17 Apr 1951: employment of search forces and investigation into seaworthiness	1951-1952	 		For items extracted from this piece see		Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674404
>>>>>> 	ADM 116/5899	Case No. 10496			Loss of HM Submarine AFFRAY 16-17 Apr 1951: report of Board of Inquiry held in HMS DOLPHIN	1951	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674405
>>>>>> 	ADM 116/6141	Case No. 00309			Procedures for action on sighting of unidentified submarines	1950-1957	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674406
>>>>>> 	ADM 116/6156	Case No. 10512			Submarine TRUCULENT: sunk in collision with Swedish vessel DIVINA on 12 Jan 1950	1950-1954	 	Vol 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674407
>>>>>> 	ADM 116/6157	Case No. 10512			Submarine TRUCULENT: sunk in collision with Swedish vessel DIVINA on 12 Jan 1950	1950-1954	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674408
>>>>>> 	ADM 116/6411	CASE 00328			Nuclear propulsion unit for HM S/M DREADNOUGHT	1958 Feb 01 - 1958 Sep 30	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C11060426
>>>>   				BOATS (11)			 								C70391
>>>>>> 	ADM 116/6234	Case No. 00361			Commando Carriers: role, employment and requirements	1958-1960	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674409
>>>>   				DESTROYERS AND SLOOPS AND GUNBOATS, CORVETTES, A/A SHIPS AND MONITORS (11-2)			 								C70392
>>>>>> 	ADM 116/6270	Case No. 00281			Naval activities on the Danube	1939-1940	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674410
>>>>   				LANDING AND ASSAULT SHIPS AND CRAFT (11-3)			 								C70393
>>>>   				BOYS (13)			 								C70394
>>>>>> 	ADM 116/6045	Case No. 11226			Artificer apprentices: general certificates of examination and selection procedure	1949-1953	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674411
>>>>   				CAPTURE OF SHIPS (15)			 								C70395
>>>>>> 	ADM 116/5648	Cabinet 350			Illegal Jewish entry and import of arms into Palestine: preventive measures and discussions thereon	1946-1948	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674415
>>>>>> 	ADM 116/5752	Case No. 11030			Interference with British ships on the high seas by Chinese Nationalist Navy	1949-1953	 	Vol 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674416
>>>>>> 	ADM 116/5753	Case No. 11030			Interference with British ships on the high seas by Chinese Nationalist Navy	1949-1950	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674417
>>>>>> 	ADM 116/5754	Case No. 11030			Interference with British ships on the high seas by Chinese Nationalist Navy	1949-1950	 	Vol 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674418
>>>>>> 	ADM 116/6081	Case No. 11030			Interference with British ships on the high seas by Chinese Nationalist Navy: track chart of HMS ST BRIDES BAY	1949-1953	 	Vol 1 See also ADM 116/5752 Enclosure			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674419
>>>>   				ATTACKS BY THE ENEMY (16)			 								C70396
>>>>>> 	ADM 116/5789	Case No. 10323			HMS INDOMITABLE: report with photographs on damage by unidentified aircraft in July 1943, investigation into loss of fleet exercise orders, naval messages concerning operation 'Iceberg', and miscellaneous correspondence	1939-1945; 1950-1951	 	Vol 4			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674420
>>>>   				EXTRA PAY (17)			 								C70397
>>>>>> 	ADM 116/5689	Case 6905			Ship repair allowance: trade union claim, meetings, agreement on payment to limited classes of work people and subsequent efforts to limit payment to stipulated categories	1940-1950	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674421
>>>>   				CIVIL POWER AND LEGAL MATTERS: Acts of Parliament, Bills etc (19-1)			 								C70398
>>>>>> 	ADM 116/6347	Case No. 00355			Naval Estimates 1954: briefing background for Debate	1954	 	Vol 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674447
>>>>   				CIVIL POWER AND LEGAL MATTERS: SECRECY AND SECURITY (19-2)			 								C70399
>>>>   				DOMINIONS, COLONIES, PROTECTORATES AND MANDATED TERRITORIES (21)			 								C70400
>>>>>  				Suez Canal Dispute 1956: Operation MUSKETEER			 								C130468
