Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
>>>>>> 	ADM 116/4483	Case No. 11093			Dover Harbour Board: minutes of Finance and Local Committee meetings May 1937-April 1940; claims for services and supplies 1939-1941	1937-1941	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672489
>>>>>> 	ADM 116/4518	Case No. 6688			Loss of HMS GRENVILLE: reports by ships in company; claims for loss of personal effects and stores from HM ships damaged or sunk.	1939-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672490
>>>>>> 	ADM 116/4534	Case No. 6119			Service gratuities and compensation for native personnel: RN ratings, merchant seamen and naval auxiliary members.	1933-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672491
>>>>>> 	ADM 116/4769	Case No. 6933			Personal property damaged by enemy action: compensation	1940-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672492
>>>>>> 	ADM 116/4948	Case No. 6241			Egyptian lighters on British Government service in Alexandria: claims for damage and loss	1940-1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672493
>>>>>> 	ADM 116/5722	Cabinet Committee 845			Service personnel representing their country in international sporting events: drafting restrictions, wearing of uniform, injury compensation, pay and leave	1947-1950; 1953	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672494
>>>>>> 	ADM 116/6351	Case 6295			Compensation payments for death or disability to members of Sea Cadet Corps and Ait Training Corps due to their duties	1941-1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C11082396
>>>>   				COMMERCE, TRADE AND ECONOMICS MATTERS (10)			 								C70295
>>>>>> 	ADM 116/4134	Case No. 5654			Contraband Control: examination and censorship of mails in neutral ships	1939-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672495
>>>>>> 	ADM 116/4141	Case No. 5690			British Shipping in Yangtse Basin: Japanese interference	1938-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672496
>>>>>> 	ADM 116/4154	Case No. 5765			Port of Dover: closure to commercial traffic	1939-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672497
>>>>>> 	ADM 116/4159	Case No. 5787			Shipping intelligence in emergency or War: reporting by Lloyds and/or Vescar system	1927-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672498
>>>>>> 	ADM 116/4163	Case No. 5806			Control of enemy exports & imports: issue of Navicerts, certificates of origin and interest, export passes and ship warrants	1939-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672499
>>>>>> 	ADM 116/4164	Case No. 5812			Contraband reaching Germany via Vladivostock: proposals for enforcement of economic warfare in Far East	1939-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672500
>>>>>> 	ADM 116/4173	Case No. 5853			Anglo-Italian War Trade Negotiations	1939-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672501
>>>>>> 	ADM 116/4177	Case No. 5874			Neutralisation of Mediterranean and Contraband Control of Italian shipping	1939-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672502
>>>>>> 	ADM 116/4249	Case No. Cab 130			Contraband Control in the Mediterranean and trade negotiations with Italy	1939-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672503
>>>>>> 	ADM 116/4250	Case No. Cab 131			Contraband Control: detention of Sovietship by RN and release to French authorities	1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672504
>>>>>> 	ADM 116/4253	Case No. Cab 141			Contraband Control Base for US shipping: proposed transfer from UK to Canada	1939-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672505
>>>>>> 	ADM 116/4260	Case No. Cab 160			Contraband Control on collapse of France: extension of Navicerts and strengthening of Western Patrol	1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672506
>>>>>> 	ADM 116/4338	Case No. 5790			Contraband and enemy export control: Operation 'Ration', including incident involving HMS SHEFFIELD, Franco-German armistice terms, seizure and exchange of ships, etc	1940-1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672507
>>>>>> 	ADM 116/4339	Cabinet 215			Vichy France: actions to be taken in event of war being declared on Great Britain, security of Allied shipping, emergency measures, seizure of Vichy French shipping, etc	1940-1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672508
>>>>>> 	ADM 116/4414	Case No. 5790			Blockade of unoccupied France and French Colonies: interception, treatment of French merchant ships, etc	1941	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672509
>>>>>> 	ADM 116/4650	Cabinet 183			Blockade of Europe: interception of Vichy French shipping and declaration of war zone off West Coast of Europe and North Africa.	1940-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672510
>>>>>> 	ADM 116/4812	Case No. 6349			Supplies to Spain and Portugal: limitations	1941-1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672511
>>>>>> 	ADM 116/4900	Defence 924			Wartime production and industry: production priorities and economic and financial planning	1939-1943	 	Vol. 15			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672512
>>>>>> 	ADM 116/5070	Cabinet 296			Blockade runners trading between Japan and French Biscay Ports. Inshore night fishing in Plymouth and Portsmouth Commands	1942-1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672513
>>>>   				ARMAMENTS (11)			 								C70296
>>>>>> 	ADM 116/3774	Case No. 11624			Torpedo Design Committee:formation and Minutes of Meetings 1-20	1920-1922	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672514
>>>>>> 	ADM 116/3775	Case No. 11624			Torpedo Design Committee: minutes of meetings 13-22	1923-1924	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672515
>>>>>> 	ADM 116/3776	Case No. 11624			Torpedo Design Committee: minutes of meetings 23-33	1925-1927	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672516
>>>>>> 	ADM 116/3777	Case No. 11624			Torpedo Design Committee: minutes of meetings 34-43	1927-1928	 	Vol. 4			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672517
>>>>>> 	ADM 116/3778	Case No. 11624			Torpedo Design Committee: minutes of meetings 44-51	1928-1930	 	Vol. 5			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672518
>>>>>> 	ADM 116/3779	Case No. 11624			Torpedo Design Committee: minutes of meetings 52-60	1930-1931	 	Vol. 6			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672519
>>>>>> 	ADM 116/3780	Case No. 11624			Torpedo Design Committee: minutes of meetings 61-64	1931-1932	 	Vol. 7			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672520
>>>>>> 	ADM 116/3781	Case No. 11624			Torpedo Design Committee: minutes of meetings 65-68	1933-1934	 	Vol. 8			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672521
>>>>>> 	ADM 116/3782	Case No. 11624			Torpedo Design Committee: minutes of meetings 69-72	1934	 	Vol. 9			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672522
>>>>>> 	ADM 116/3783	Case No. 11624			Torpedo Design Committee: minutes of meetings 73-76	1935	 	Vol. 10			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672523
>>>>>> 	ADM 116/3784	Case No. 11624			Torpedo Design Committee: minutes of meetings 77-85	1936-1937	 	Vol. 11			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672524
>>>>>> 	ADM 116/3785	Case No. 11622			Torpedo Tube Design Committee: formation minutes of meetings 1-31	1921-1926	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672525
>>>>>> 	ADM 116/3786	Case No. 11622			Torpedo Tube Design Committee: minutes of meetings 32-47	1927-1929	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672526
>>>>>> 	ADM 116/3787	Case No. 11622			Torpedo Tube Design Committee: minutes of meetings 48-61	1930-1933	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672527
>>>>>> 	ADM 116/3788	Case No. 11622			Torpedo Tube Design Committee: minutes of meetings 62-69	1933-1935	 	Vol. 4			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672528
>>>>>> 	ADM 116/3789	Case No. 11622			Torpedo Tube Design Committee: minutes of meetings 70-77	1936-1939	 	Vol. 5			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672529
>>>>>> 	ADM 116/3909	Case No. 6702			Fleet Gunnery practices: reports and summaries of progress	1938-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672530
>>>>>> 	ADM 116/4041	Case No. 10096			Armaments of HM Ships: improvements	1919-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672531
>>>>>> 	ADM 116/4101	Case No. 5437			India: storage of guns and ammunition for arming Armed Merchant Cruisers and Defensively Equipped Merchant Ships	1938-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672532
>>>>>> 	ADM 116/4244	Case No. 11624			Torpedo Design Committee: minutes of meetings	1937-1940	 	Vol 12			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672533
>>>>>> 	ADM 116/4340	Cabinet Committee 239			Return of Naval guns on loan to Army: present allocation and guns required for merchant vessels	1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672534
>>>>>> 	ADM 116/4350	Case No. 11463			Purchase of carbamite for Royal gunpowder and small arms factories	1936-1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672535
>>>>>> 	ADM 116/4542	Case No. 6755			Anti-Submarine multi spigot mortar 'Hedgehog': projectiles, fuses and cartridges.	1940-1944	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672536
>>>>>> 	ADM 116/4585	Case No. 4178			Torpedoes: homing torpedoes, shrouded screw propellers, research into firing, etc.	1915-1942	 	Vol. 17			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672537
>>>>>> 	ADM 116/4619	Cabinet Committee 322			Return of naval guns loaned to the Army for coastal defence.	1940-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672538
>>>>>> 	ADM 116/4728	Case No. 6400			Turkey: supply of armaments and stores by Allies	1941-1943	 	Vol. 10			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672539
>>>>>> 	ADM 116/4729	Case No. 6400			Turkey: supply of armaments and stores by Allies	1938-1943	 	Vol. 12			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672540
>>>>>> 	ADM 116/4730	Case No. 6400			Turkey: supply of armaments and stores by Allies	1942-1943	 	Vol. 14			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672541
>>>>>> 	ADM 116/4746	Case No. 6534			Turkey: supply of armaments and stores by Allies	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672542
>>>>>> 	ADM 116/4758	Case No. 6766			Shaped - charge missiles: technical history	1942-1943	 	Vol. 13			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672543
>>>>>> 	ADM 116/4764	Case No. 6896			Anti-submarine torpedo: proposals submitted by Captain Louis Khan, FFN	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672544
>>>>>> 	ADM 116/4843	Case No. 00257			'Highball' bouncing mine: anti-ship trials and counter-measures	1942-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672545
>>>>>> 	ADM 116/4876	Cabinet 384			Turkey: supply of ships, armaments and stores	1941-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672546
>>>>>> 	ADM 116/4899	Defence 924			Wartime production and industry: supply position of guns, equipment, etc	1941-1943	 	Vol. 14			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672547
>>>>>> 	ADM 116/5001	Case No. 6611			Anti-submarine multi spigot Mortar 'Hedgehog': investigation into failure of 'Hedgehog' attacks and reports of trials	1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672548
>>>>>> 	ADM 116/5006	Case No. 6755			Anti-submarine multi spigot Mortar 'Hedgehog': development, trials, etc	1940-1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672549
>>>>>> 	ADM 116/5009	Case No. 6766			Incendiary floats: employment by Italians; British development of 'Float Incendiary Gel' for use by 'Chariots' and midget submarines	1942-1944	 	Vol. 18			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672550
>>>>>> 	ADM 116/5010	Case No. 6766			Ricocheting projectiles 'Baseball', 'Highball' and 'Bullseye': technical history	1942-1944	 	Vol. 20			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672551
>>>>>> 	ADM 116/5011	Case No. 6766			Anti-Submarine radio marker buoy 'Wirebasket': technical history	1943-1944	 	Vol. 21			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672552
>>>>>> 	ADM 116/5013	Case No. 6766			Anti acoustic-torpedo devices: technical history. � Includes 1 photograph depicting: ENM projectile associated with anti-acoustic torpedo device. Dated 1940-1945.	1944	 	Vol. 28			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672553
>>>>>> 	ADM 116/5187	Case No. 6466			Development of various anti-submarine devices, instruments and weapons	1943-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672554
>>>>>> 	ADM 116/5235	Case No. 6766			Admiralty Miscellaneous Weapons Development Department: history of department and projects developed 1940-1945. � Includes 72 photographs depicting: Photographs of major projects of Miscellaneous Weapons Dept: includes parachute and cable; 'Pig Trough'; plastic armour; camouflage and water camouflage; acoustic warning; floating piers and airfields; radar reflectors; 'Hedge-hog'. Dated 1940-1945.	1940-1945	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672555
>>>>>> 	ADM 116/5236	Case No. 6766			Admiralty Miscellaneous Weapons Development Department: anti-aircraft parachute and cable weapon	1940-1945	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672556
>>>>>> 	ADM 116/5261	Case No. 6821			Development of mobile under water weapons at Royal Naval Torpedo Factory, Greenock	1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672557
>>>>>> 	ADM 116/5312	Case No. 10966			Aircraft Anti-Ships Committee and Weapons Sub-committee: minutes of meetings Sept 1943 - May 1944; papers 1-80 July 1943 - Oct 1944	1943-1945	 	Vol.1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672558
>>>>>> 	ADM 116/5313	Case No. 10966			Aircraft Anti Ships Committee and Weapons Sub-Committee: papers 81-153 Oct 1944-Nov 1945	1943-1945	 	Vol.2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672559
>>>>>> 	ADM 116/5317	Case No. 11541			Naval armament: disposal of small craft	1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672560
>>>>   				BUILDINGS AND LAND (OTHER THAN ADMIRALTY OFFICE AND DOCKYARDS) (13)			 								C70297
>>>>>> 	ADM 116/4898	Defence 924			Wartime production and industry: provision of factory, storage and living accommodation	1941-1943	 	Vol. 13			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672561
>>>>>> 	ADM 116/5056	Case No. 11533			Requisition and release of land by Service Departments	1934-1944	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672562
>>>>>> 	ADM 116/6062	Cabinet 515			Service land requirements: emergency legislation and powers	1946-1954	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674412
>>>>>> 	ADM 116/6250	Case No. 11472			Lands Branches of the Service Departments: review by Sub-Committee E of Select Committee on Estimates	1957-1959	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674413
>>>>>> 	ADM 116/6307	Defence 923			Anderson W/T Station, Ceylon: re-provision	1953-1955	 	Vol 5			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674414
>>>>   				BUILDING LAND (OTHER THAN ADMIRALTY OFFICE AND DOCKYARDS) (14A)			 								C70298
>>>>>> 	ADM 116/5626	Case No. 11533			Requisition and release of land by Service departments: correspondence with various commands etc with emphasis on return	1944-1949	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672563
>>>>   				CIVIL POWER AND LEGAL MATTERS (19)			 								C70299
>>>>>> 	ADM 116/3794	Case No. 5642			Military Training Act and Reserve and Military Forces Act: Admiralty views	1939	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672564
>>>>>> 	ADM 116/3795	Case No. 5642			Military Training Act and Reserve and Military Forces Act: Admiralty views	1939	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672565
>>>>>> 	ADM 116/3796	Case No. 5642			Military Training Act and Reserve and Military Forces Act: Admiralty views	1939	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672566
>>>>>> 	ADM 116/3797	Case No. 5642			Military Training Act and Reserve and Military Forces Act: Admiralty views	1939	 	Vol. 4			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672567
>>>>>> 	ADM 116/3798	Case No. 5307			National Service (Armed Forces) Bill	1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672568
>>>>>> 	ADM 116/4242	Case No. 1567			Legal action against Messrs Cox & King Ltd in respect of sub-standard boat	1926-1932	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672569
>>>>>> 	ADM 116/4268	Case No. Cab C 187			Navy and Marine Forces (Temporary Release from Service) Act 1940: introduction	1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672570
>>>>>> 	ADM 116/4280	Case No. Cab C 218			Marriage (Members of HM Forces) Act 1941	1939-1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672571
>>>>>> 	ADM 116/4288	Case No. Cab C 284			Prohibition of supply or hire of uniform to unauthorised persons: Order in-Council	1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672572
>>>>>> 	ADM 116/4296	Case No. Def 613			Admiralty Civil Police: amendment of Special Constables Act to provide cover for additional buildings acquired for Government use	1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672573
>>>>>> 	ADM 116/4297	Case No. Def 627			Treachery Act 1940: drafting of Bill	1939-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672574
>>>>>> 	ADM 116/4342	Case No. 6408			HM Submarine THETIS, later re-named THUNDERBOLT: insurance arrangements, correspondence, legal and financial questions in connection with loss of vessel, salvage operations, etc	1936; 1939-1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672575
>>>>>> 	ADM 116/4602	Cabinet 429			Improvement of service allowances and introduction of Post-War Credit: draft White Paper.	1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672576
>>>>>> 	ADM 116/4847	Cabinet 210			Marriage by proxy: proposal by C-in-C Mediterranean to Admiralty	1942-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672577
>>>>>> 	ADM 116/4886	Cabinet Committee 790			Merchant Shipping Act: extension of jurisdiction of Naval Courts to cover offences by merchant seamen in foreign countries	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672578
>>>>>> 	ADM 116/5301	Case No. 10320			Looting of disabled merchant ships during salvage operations	1941-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672579
>>>>>> 	ADM 116/5315	Case No. 11475			Pensions (Increase) Scheme: Pensions (Increase) Act 1944, meetings at Treasury, Orders in Council, etc	1942-1946	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672580
>>>>>> 	ADM 116/5331	Cabinet 311			Marriage between members of Allied Expeditionary Force and Germans: draft law, Admiralty comments	1944-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672581
>>>>>> 	ADM 116/5337	Cabinet 358			Prevention of British subjects employed in essential undertakings in foreign countries from leaving employment without permission of Secretary of State for Foreign Affairs	1943-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672582
>>>>>> 	ADM 116/5411	Cabinet Committee 563			Review of war emergency regulations: committee, terms of reference, Admiralty views, etc	1943-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672583
>>>>>> 	ADM 116/5418	Cabinet Committee 646			Standardisation of Anglo/American security classifications	1941-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672584
>>>>>> 	ADM 116/5420	Cabinet Committee 662			Disorder in Middle East: use of appropriate weapons in restricted areas, Chiefs of Staff Committee	1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672585
>>>>>> 	ADM 116/5463	Case No. 00282			Settlement of claims between United Kingdom and Egyptian governments: correspondence relating to construction of defence works and supply of war materials to Egypt. Post war policy on boom defences in East Indies, Levant and East Mediterranean stations	1940-1945; 1946-1952	 	Vol 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674425
>>>>>> 	ADM 116/5487	Case No. 6760			Fire and explosion aboard wreck of motor vessel (tanker) DELPHINULA during salvage operations resulting in damage and casualties: legal proceedings issued by owners against Admiralty	1943-1946	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674426
>>>>>> 	ADM 116/5514	Case No. 10163			Factories Act 1937: draft of new act: effect on Admiralty establishments	1937-1941; 1943-1946	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674427
>>>>>> 	ADM 116/5516	Case No. 10261			Admiralty contracts for armament stores; plant extension scheme for production of oerlikon shell; Treasury Solicitor's opinion on Admiralty claim for refund of overpayments made to contractors	1940-1952	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674428
>>>>>> 	ADM 116/5551	Cabinet Committee 184			Neutral European ports scheme: memorandum by the Security Service on control of seamen plying between neutral European ports and the United Kingdom in war	1939-1940; 1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674429
>>>>>> 	ADM 116/5628	Case No. 11586			Insurance for HM ships during building or refitting: mutual indemnity agreement with Dominions in respect of ships in each others yards and Treasury approval for and use of indemnity clause in contracts placed with commercial contractors	1926-1938; 1947-1948	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674430
>>>>>> 	ADM 116/5630	Case No. 6916			Conveyance of secret and confidential mails by sea: transfer of arrangements from GPO to Admiralty, security arrangements, co-operation of shipping companies and sharing of post-war arrangements between GPO and Admiralty	1939-1947	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674431
>>>>>> 	ADM 116/5651	Cabinet 380			Introduction of compulsory national service in peacetime: examination of various aspects including legislation already in force and action to produce National Service (Armed Forces) Bill	1944-1947	 	Vol 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674432
>>>>>> 	ADM 116/5652	Cabinet 380			Introduction of compulsory national service in peacetime: miscellaneous papers	1944-1947	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674433
>>>>>> 	ADM 116/5664	Cabinet Committee 727			Japanese policy for and treatment of war prisoners: war crimes and listing and trial of war criminals	1942-1948	 	Vol 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674434
>>>>>> 	ADM 116/5665	Cabinet Committee 727			Japanese policy for and treatment of war prisoners: war crimes and listing and trial of war criminals, search for missing personnel; war atrocities and bringing to trial of responsible individuals	1942-1948	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674435
>>>>>> 	ADM 116/5685	Case No. 6862			Auxiliary and Reserve Forces Bill: passage through parliament, departmental negotiations and amendments	1949	 	Vol 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674436
>>>>>> 	ADM 116/5716	Cabinet Committee 617			Colonial Naval Defence Act 1931: amendment to enable collective action and extension of provisions to other territories under British jurisdiction	1948-1951	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674437
>>>>>> 	ADM 116/5854	Case No. 11454			Malta industrial dispute: discussions between services departments, Maltese trade unions, various ministeries and Trade Union Congress in UK	1952	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674438
>>>>>> 	ADM 116/5897	Case No. 10340			Civil unrest: use of troops	1937-1953	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674439
>>>>>> 	ADM 116/6057	Cabinet 492			Leasehold reform: effect on Admiralty interests	1952-1954	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674440
>>>>>> 	ADM 116/6060	Cabinet 502			Legal status of Korean conflict	1950-1951	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674441
>>>>>> 	ADM 116/6061	Cabinet 510			Statutory rules and regulations: legislative procedure	1940-1951	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674442
>>>>>> 	ADM 116/6267	Case No. 00265			British Naval Intelligence in Sweden	1941-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674443
>>>>>> 	ADM 116/6308	Case No. 11610			HM Yacht Britannia: ordering of Vessel from Messrs John Brown and Co. Ltd, Clydebank	1952-1958	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674444
>>>>>> 	ADM 116/6313	Case No. 4760			Secrecy of Fleet Communications	1933-1937	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674445
>>>>>> 	ADM 116/6315	Case No. 5143			Spanish Civil War: intervention by foreign countries	1936-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674446
>>>>   				CHARITIES AND TRUSTS (18)			 								C70300
>>>>>> 	ADM 116/4120	Case No. 5549			National Association for the Employment of Ex Soldiers, Sailors and Airmen: contributions from service funds	1925-1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672586
>>>>>> 	ADM 116/4341	Case No. 5696			Admiralty grants to Sailors' Homes at home and abroad	1939-1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672587
>>>>>> 	ADM 116/5115	Cabinet Committee 415			Financial assistance for ex-servicemen	1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672588
>>>>>> 	ADM 116/5215	Case No. 6647			Sailors' homes, charitable institutes and canteens available for use by naval personnel	1939-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672589
>>>>>> 	ADM 116/5216	Case No. 6647			Sailors' homes, charitable institutes and canteens available for use by naval personnel	1939-1945	 	Enclosure			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672590
>>>>>> 	ADM 116/5498	Case No. 6926			Spitfire Fund: allocations of money from Spitfire Fund to benevolent funds of the three fighting services and the Merchant Navy; list of applications from charities concerned with the navy	1941-1948	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674422
>>>>>> 	ADM 116/6040	Case No. 11083			Re-settlement of ex-regulars in civilian employment	1945-1950	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674423
>>>>>> 	ADM 116/6054	Case No. 11617			RN War Amenities Fund: gifts of money and disposal of funds	1942-1954	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3674424
>>>>   				FLAGS AND CRESTS (20)			 								C70301
>>>>>> 	ADM 116/3799	Case No. 5300			Flying of a Jack in the Merchant Navy: question raised on the launching of Cunarder QUEEN MARY	1934-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672591
>>>>   				COMMONWEALTH OF NATIONS (21)			 								C70302
>>>>>> 	ADM 116/3641	Case No. 5237			Ceylon: setting up R.N.V.R. units	1930-1937	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672592
>>>>>> 	ADM 116/3643	Case No. 5072			Canadian Customs Act: amendments	1936-1938	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672593
>>>>>> 	ADM 116/3644	Case No. 4935			150th. Anniversary of Foundation of Australia and centenary of Royal Hobart Regatta	1936-1938	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3672594
